被评论的商品ID,被评论的商品类别,评论账号,评论人的URL,评论内容,评论地点,评论时间,评论URL,评论来源,标签,采集日期,评价
NULL,NULL,眼***空,NULL,环境很好，孩子玩儿的特别开心！,NULL,2014-09-14,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6293119&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,蓝***祎,NULL,很好，儿子玩的很高兴！下次还买！,NULL,2014-09-10,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6293119&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,J***6,NULL,挺好的，人也不太多，不用老排队，小孩玩得很尽兴,NULL,2014-09-08,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6293119&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***6,NULL,非常方便，就是大运河网络信号不好耽误了些时间。,NULL,2014-09-08,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6293119&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,W***7,NULL,孩子玩得挺开心，就是其中自控飞机要1.3米才能自己玩,NULL,2014-09-07,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6293119&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,亮***明,NULL,有一点不好，带孩子玩大人陪同也要一张票。总体还可以票挺值的！,NULL,2014-09-06,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6293119&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,小***7,NULL,很好，值!1.3米的孩子来比较值!,NULL,2014-09-06,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6293119&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,z***8,NULL,离家近 人少 设施很新 很安全 宝宝玩的很开心,NULL,2014-09-06,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6293119&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,天***之,NULL,还可以吧，孩子很喜欢去。就是票贵了点儿，而且如果买通票的话，如果有项目玩不了，不能更换别的项目，只能浪费掉了。希望以后能有改进。,NULL,2014-09-06,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6293119&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,童***2,NULL,不错，有树荫。玩的很hi。旱冰场小贵,NULL,2014-09-04,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6293119&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,l***6,NULL,整体好可以，公园里也比较凉快，但游戏价格偏高，团购再优惠点就更好了。,NULL,2014-08-31,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6293119&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,1***利,NULL,现场买票99 团购优惠9元 就是小宝宝都要陪着再买一张票 来玩的时候没有卖矿泉水的 只有饮料 价格不便宜,NULL,2014-08-27,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6293119&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,1***利,NULL,现场买票99 团购优惠9元 就是小宝宝都要陪着再买一张票,NULL,2014-08-27,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6293119&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,q***2,NULL,玩的项目挺好的，但价格偏贵，木马25，只有3分钟，每个项目时间都很短，这个套票现场买99,NULL,2014-08-23,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6293119&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,l***n,NULL,关的太早，小朋友区好多都要大人陪同也算一次,NULL,2014-08-17,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6293119&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,g***1,NULL,孩子1.2米，魔幻城堡里的游戏几乎全能自己玩，不用家长跟着，除了一个项目自控飞机要求1.3米，项目孩子都很喜欢，另外需要说明的是充气城堡要求身高1.1米,NULL,2014-07-26,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6293119&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,幸***萍,NULL,挺好的，下次一定要团通票，环境挺好的，适合带孩子去游玩，空气清新,NULL,2014-07-24,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6293119&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***6,NULL,为了不被挤成肉饼提前去了。 人还是挺多的， 玩得很开心， 晒黑了。  是正规旅行社， 没有强制性消费，但是有自费，  但也不错， 总共加起来也就100来块钱 ， 所以说还是很划算的 ，,NULL,2015-04-29,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6454684&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***9,NULL,玩得很开心， 相信是正规的，没有强制性消费。不错,NULL,2015-04-28,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6454684&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***7,NULL,周六日去的，早上司机很早来接接着爬长城， 午饭十三陵鸟巢水立方， 第二天故宫颐和园天坛  行程也就这样，有自费景点，团购没有自己玩的舒服， 就是相当划算，免费车费午餐门票还有导游讲解，也挺不错的,NULL,2015-04-27,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6454684&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***7,NULL,天气好，心情也好。玩得很开心， 是正规的， 没有强制消费， 长城也是八达岭长城,NULL,2015-04-26,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6454684&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***5,NULL,这两天很充实，没有浪费一点时间。早上6点来接怕长看故宫逛颐和园，北京真的很飘亮。途中有有自费项目，还有购物景点。至于需要的话看自己。玩得很开心。 团购是个不错的选择,NULL,2015-04-26,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6454684&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***2,NULL,姐妹三人同行， 玩得很开心，这里的人都很热情，车上掉了手机全车的人帮忙找，真是好人啊。  导游很帅，哈哈,NULL,2015-04-25,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6454684&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***9,NULL,现在躺在床上都是酸痛的，平时走得太少了。没想到一个故宫都这么大。 真的是北京啊 。玩得还挺开心的，就是累人。,NULL,2015-04-24,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6454684&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***9,NULL,第一次来北京，人生地不熟的所以选择团购，挺满意的。,NULL,2015-04-23,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6454684&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,Q***5,NULL,一开始还有点犹豫不敢团购因为觉得太划算了。打电话咨询的时候业务员很热情很亲切也很实在，主动告诉我有自费项目。做什么都有点水分吧，都是为了赚点钱，但是加上自费也就100多块钱很是值得的。所以我很满意这次的团购，会介绍朋友来，以后团购旅游也选择这家门店 一开始还有点犹豫不敢团购因为觉得太划算了。打电话咨询的时候业务员很热情很亲切也很实在，主动告诉我有自费项目。做什么都有点水分吧，都是为了赚点钱，但是加上自费也就100多块钱很是值得的。所以我很满意这次的团购，会介绍朋友来，以后团购旅游也选择...展开全部,NULL,2015-04-22,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6454684&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,Q***3,NULL,很开心的一次旅行，会介绍朋友来的。 推荐,NULL,2015-04-22,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6454684&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***5,NULL,因为第二天有急事所以就爬了长城，但是自己也觉得不怎么亏，玩得很开心 ，金钱不是问题， 旅游主要就是莫影响心情。不错不错,NULL,2015-04-22,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6454684&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***0,NULL,看了升国旗，4点半就打电话来接了， 困。天空好多柳絮乱糟糟的， 北京的空气就是没有老家这么清新。两日游玩得也挺开心的，就是太累了。人也挺多的， 趁休年假赶在51前旅游。嘿嘿。不错,NULL,2015-04-21,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6454684&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***7,NULL,没有强制性购物，有自费项目，总体来说也是挺划算的，想想光故宫门票都60呢。团购才88.还两天，还有午餐。自己不是那种贪小便宜的人，真心不错。,NULL,2015-04-21,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6454684&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,Q***8,NULL,北京好多雾霾，爬到长城高处全都是雪白的， 游玩时间就3个小时。到黄家四合院吃饭，十三陵，鸟巢，  45点散团。吃的基本都是素，有鱼有肉，但是很少， 味道不怎么好。优购物景点。但是我啥都木有买,NULL,2015-04-12,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6454684&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,Q***5,NULL,天气很好， 没有强制性消费，有购物景点，玩得很开心， 是正规的旅行团,NULL,2015-04-11,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6454684&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,Q***2,NULL,清明时期雨纷纷，大家都回家了， 我趁有几天时间来放松一下，。玩的很开心。 人挺多的。 推荐,NULL,2015-04-04,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6454684&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,大***6,NULL,朋友介绍来的， 听说很好， 尤其是说导游很帅，所以我是团购看帅哥的，最主要是旅游啦， 玩的很开心， 姐妹说的没有错， 正规的， 导游确实帅哈哈。,NULL,2015-04-03,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6454684&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,雨***4,NULL,趁几天时间来北京玩一下， 天气好冷啊，游客不是很多，导游讲解的很好，有自费项目，需要参加不需要不参加，没有强制性消费，午饭8菜一汤，下午5点左右散团,NULL,2015-04-03,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6454684&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,Q***3,NULL,导游讲解的很到位。 我历史好， 基本都是老师说的那样， 导游很幽默， 逗死了。是正规的， 值得推荐,NULL,2015-04-01,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6454684&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,Q***0,NULL,这两天玩的很开心，北京天气很好， 每天都是太阳， 但是也有点干燥。很累， 导游讲解的很详细，是个不错的旅行社,NULL,2015-03-30,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6454684&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,绿***6,NULL,早上起的很早， 玩的很开心正规的。没有强制性消费。,NULL,2015-03-29,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6454684&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,Q***3,NULL,这两天 玩得 很开心也很累。司机技术好导游讲解的也很到位，中午 吃得饱可是吃不好。没有任何强制性消费，是正规的,NULL,2015-02-28,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6454684&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,Q***2,NULL,第一次来北京这个城市，首都。很漂亮我很喜欢，这里人很热情，导游司机就不用说了 ，很尽责，一路上有说有笑即使天气很冷也会有气氛，不错玩得很开心,NULL,2015-02-26,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6454684&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,Q***6,NULL,还是好久以前抱团的，现在无聊翻开评论一番，觉得还可以，旅途中还是挺愉快的，记忆最深刻就是司机好早起来接看升国旗，人挺多的，长城有好汉碑，毛主席亲笔题名的，是正规的。,NULL,2015-02-26,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6454684&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,Q***8,NULL,报了两天的团。第一天主要是长城，第二天是故宫颐和园这些地方。团购就是没有自己去方便想去哪里就去哪里，导游老是担心着会不会掉队，很贴心，人其实挺不错的，不自费不消费也没怎么样，都是正常对待，听别说不买东西这样的会不给走会骂人，一开始吓死人，原来并不是，可能有的导游人比较好，而我就碰到个善良的，游客都谅解一下吧，这是工作，人家也要赚钱哦。哈哈，预祝越办越火。挺好的，都去吧 报了两天的团。第一天主要是长城，第二天是故宫颐和园这些地方。团购就是没有自己去方便想去哪里就去哪里，导游老是担心着会不会掉队，很贴心，人其实挺不错的，不自费不消费也没怎么样，都是正常对待，听别说不买东西这样的会不给走会骂人，一开始吓死人，原...展开全部,NULL,2015-02-25,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6454684&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,Q***5,NULL,很划算，88块钱两天。有自费但是我没也太参加。购物这样的都是自愿。想买的话挺划算的打折。下午5点就散团了，在鸟巢看了夜景，很漂亮。北京两日游游的很开心。 支持！,NULL,2015-02-25,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6454684&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,Q***8,NULL,买东西也有真有假，旅游也不例外，做生意的有生意人的难处，有自费150.看两个另外的表演，不过还可以200块钱一天包门票午餐车费导游讲解总体算起来还是挺划算的，只要自己不要乱购物很容易被杀猪的。大过年的说点吉祥话鸿运一年，祝这家旅行社财源广进,NULL,2015-02-25,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6454684&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,Q***1,NULL,过年期间人还是挺多的，玩得很开心，还结交了两个朋友，两天基本把该去的都去了，又不贵，交了自费也划算，去了一家玉器店就是转转想买就买，团购旅游哪里都是这样的，所以购物不足为奇。总之我跟伙伴还是挺满意这次旅途,NULL,2015-02-25,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6454684&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,7***a,NULL,太差！一整天，早上4点就被叫醒，4点15来接（说是人多），一直等到6:30才看到导游，又等了半小时才出发，走了不到100米就让我们自己去天安门广场看升旗，人叫那个多呀！光看见人头了。7:30就又要集合，坐上车走了1个小时就到了嘉峪关长城脚下（中途还又每人收了150元，如果不叫，就得走回北京了），导游给了1小时游玩时间，9:45集合！好吧，从这一刻开始，我们一天的游玩就是是结束了。为什么？因为从这一刻开始，就基本在导游的带领和忽悠下逛购物店了！不买还不行，人导游说了，你不买就是不让她过年、就是不让她有饭吃，人都给你们服务一天了，到该你们表示表示的时候了你怎么着也得出点儿血。你不出，行啊，人导游还说了，就要看看谁不给面子！（潜台词：你等着，看你还能不能回北京、还想不想回北京？）买完东西之后，导游挨着个的收水单小票。我心那叫一个憋屈呀！...... 唉！TNN的，要不是老妈拦着，我估计非得跟她干一架不可！ 同志们，可千万不能再上当受骗了！我在这儿给大家提一醒！ 太差！一整天，早上4点就被叫醒，4点15来接（说是人多），一直等到6:30才看到导游，又等了半小时才出发，走了不到100米就让我们自己去天安门广场看升旗，人叫那个多呀！光看见人头了。7:30就又要集合，坐上车走了1个小时就到了嘉峪关长城脚下...展开全部,NULL,2015-02-24,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6454684&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,Q***2,NULL,过年人 还 挺多的，热闹。早上起得很早，报了自费很值得杂技很电影很不错没有浪费，午餐吃得不太好，旅途中结识了两个老乡。非常愉快，预祝国旅越来越好,NULL,2015-02-24,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6454684&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***5,NULL,除了早上来接的师傅比较好，其他的都无言以对，全程除了一个小时的长城游，其他除了购物就是购物，还又交了150的费用。,NULL,2015-02-15,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6454684&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,科***克,NULL,好开心的二日游，起的早吃的不好，总体来说还是挺划算的,NULL,2015-01-31,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6454684&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,法***2,NULL,好冷的天，玩得很开心，明天回老家，感谢北京的度假，,NULL,2015-01-27,http://t.dianping.com/ajax/detailDealRate?dealGroupId=6454684&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,嫣***x,NULL,度假不错的去处哦！一年四季皆宜哦！！,NULL,2015-04-26,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8343783&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,c***沫,NULL,非常好，感觉还不错，第一次来，,NULL,2015-04-24,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8343783&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
